Wall time,Step,Value
1672568682.015366,0,76.24031066894531
1672568687.4345767,1,34.96455764770508
1672568693.012124,2,15.351524353027344
1672568698.6404872,3,34.2064208984375
1672568704.1480272,4,42.96839904785156
1672568709.5936933,5,73.09223175048828
1672568715.0094564,6,54.77830505371094
1672568720.4305582,7,74.60472869873047
1672568726.0419638,8,161.04063415527344
1672568731.5022638,9,150.01104736328125
