Wall time,Step,Value
1672568682.0142732,0,299.6004943847656
1672568687.43444,1,318.36431884765625
1672568693.0108616,2,247.17445373535156
1672568698.6402035,3,325.1415710449219
1672568704.147651,4,290.6864318847656
1672568709.5932963,5,326.4889831542969
1672568715.0087378,6,356.510498046875
1672568720.4289532,7,353.0054931640625
1672568726.0413716,8,508.4027099609375
1672568731.502129,9,472.513916015625
